transaction_id,item_id,seller_id,year,month,day,num_items
1,1,1,2009,5,29,1
2,2,8,2009,11,30,1
3,3,15,2009,1,27,1
4,4,13,2009,12,21,1
5,5,11,2009,12,21,1
6,6,7,2009,3,17,1
7,7,7,2009,9,16,1
8,8,5,2009,7,3,2
9,9,17,2009,7,15,1
10,10,5,2009,11,30,1
11,11,6,2009,11,28,1
12,12,7,2009,10,21,1
13,13,6,2009,1,5,1
14,14,11,2009,10,31,1
15,15,14,2009,5,12,1
16,16,17,2009,9,23,1
17,17,20,2009,4,7,1
18,18,12,2009,1,28,1
19,19,12,2009,12,21,1
20,20,12,2009,8,26,1
21,21,17,2009,1,20,1
22,22,15,2009,2,23,1
23,23,19,2009,6,25,1
24,24,13,2009,1,20,1
25,25,5,2009,10,11,1
26,26,9,2009,4,25,1
27,27,7,2009,12,1,1
28,28,6,2009,11,4,1
29,29,15,2009,4,13,1
30,29,9,2009,12,22,1
31,29,4,2009,8,23,1
32,30,19,2009,11,9,1
33,31,20,2009,10,7,1
34,32,12,2009,7,24,1
35,33,15,2009,7,24,1
36,34,17,2009,7,22,1
37,35,14,2009,10,7,1
38,35,12,2009,7,22,1
39,36,16,2009,7,22,1
40,37,15,2009,2,7,1
41,38,18,2009,5,14,1
42,39,8,2009,3,18,1
43,40,17,2009,2,27,1
44,41,14,2009,11,8,1
45,42,20,2009,11,8,1
46,43,18,2009,5,17,1
47,44,1,2009,10,13,1
48,44,1,2009,10,24,1
49,45,18,2009,7,31,1
50,46,9,2009,3,9,1
51,47,14,2009,12,16,1
52,48,8,2009,1,31,1
53,49,17,2009,10,7,1
54,50,18,2009,3,14,1
55,51,18,2009,10,5,1
56,52,2,2009,12,3,1
57,53,20,2009,1,28,1
58,54,17,2009,3,3,1
59,54,12,2009,3,7,1
60,55,20,2009,8,14,1
61,56,11,2009,10,4,1
62,57,19,2009,3,29,1
63,58,20,2009,6,29,1
64,59,19,2009,8,29,1
65,60,15,2009,8,29,1
66,61,15,2009,2,21,1
67,62,18,2009,10,31,1
68,62,13,2009,11,13,-1
69,63,13,2009,10,15,2
70,64,9,2009,5,13,2
71,65,3,2009,7,9,1
72,66,14,2009,2,21,1
73,67,16,2009,11,30,1
74,68,2,2009,3,19,1
75,68,20,2009,3,20,1
76,68,19,2009,3,20,1
77,69,9,2009,1,9,1
78,70,4,2009,10,28,1
79,71,7,2009,10,28,1
80,72,6,2009,10,29,1
81,73,6,2009,10,28,1
82,74,13,2009,8,26,1
83,75,7,2009,12,11,1
84,76,13,2009,12,27,1
85,77,16,2009,4,14,1
86,78,1,2009,10,4,1
87,79,19,2009,10,6,1
88,80,5,2009,7,14,1
89,81,9,2009,12,7,1
90,82,12,2009,11,19,1
91,82,3,2009,10,21,1
92,83,7,2009,6,16,1
93,84,4,2009,7,24,1
94,85,5,2009,3,7,1
95,86,1,2009,7,30,1
96,87,3,2009,3,7,1
97,88,20,2009,6,17,1
98,89,2,2009,7,13,1
99,90,20,2009,5,14,1
100,91,8,2009,12,5,1
101,92,17,2009,2,9,1
102,93,17,2009,6,3,1
103,94,17,2009,5,6,1
104,95,12,2009,10,19,1
105,96,4,2009,10,22,1
106,97,2,2009,3,10,1
107,98,16,2009,12,29,4
108,99,20,2009,7,16,1
109,100,5,2009,9,6,1
110,101,15,2009,12,7,1
111,102,20,2009,12,11,1
112,103,19,2009,8,27,1
113,104,6,2009,7,13,1
114,105,14,2009,2,11,1
115,106,11,2009,5,12,1
116,107,16,2009,5,12,1
117,108,19,2009,7,2,1
118,109,1,2009,11,23,1
119,110,17,2009,2,7,1
120,111,11,2009,2,7,1
121,112,11,2009,3,11,1
122,113,1,2009,3,14,1
123,114,1,2009,10,15,1
124,115,4,2009,6,18,2
125,115,6,2009,5,29,1
126,116,10,2009,5,29,1
127,117,5,2009,6,18,3
128,118,17,2009,2,27,1
129,119,16,2009,2,24,1
130,120,17,2009,4,19,1
131,121,18,2009,10,3,1
132,122,6,2009,8,23,1
133,123,12,2009,12,21,1
134,124,19,2009,10,12,1
135,125,19,2009,5,14,1
136,126,3,2009,5,25,1
137,127,18,2009,3,19,1
138,128,10,2009,4,6,1
139,129,4,2009,11,24,1
140,130,4,2009,3,26,1
141,131,18,2009,7,29,1
142,132,16,2009,3,3,1
143,133,14,2009,3,3,1
144,134,15,2009,3,3,1
145,135,5,2009,3,7,1
146,135,7,2009,3,13,-1
147,136,7,2009,8,11,1
148,137,13,2009,12,11,2
149,138,3,2009,12,8,1
150,139,17,2009,12,2,1
151,140,1,2009,4,4,1
152,141,10,2009,11,24,1
153,142,10,2009,11,24,1
154,143,13,2009,5,4,1
155,144,6,2009,4,5,1
156,145,1,2009,4,21,1
157,146,18,2009,1,27,1
158,147,16,2009,2,21,1
159,148,20,2009,1,20,1
160,149,15,2009,8,27,1
161,150,17,2009,8,27,1
162,151,11,2009,5,12,1
163,152,12,2009,3,16,1
164,153,2,2009,12,3,1
165,154,17,2009,7,7,1
166,155,12,2009,4,19,1
167,156,19,2009,3,19,1
168,157,5,2009,11,7,1
169,158,18,2009,5,11,1
170,159,11,2009,5,11,1
171,160,6,2009,8,20,1
172,161,4,2009,11,2,1
173,162,19,2009,3,1,1
174,162,20,2009,3,12,-1
175,163,18,2009,1,3,3
176,164,12,2009,11,1,1
177,165,15,2009,11,1,1
178,166,11,2009,3,23,1
179,167,15,2009,6,9,1
180,168,15,2009,10,19,1
181,169,17,2009,5,28,1
182,169,16,2009,6,15,1
183,169,15,2009,11,11,1
184,170,14,2009,2,7,1
185,171,17,2009,4,16,1
186,172,14,2009,3,29,1
187,173,12,2009,3,19,1
188,174,11,2009,3,6,1
189,174,3,2009,12,4,1
190,175,1,2009,9,24,1
191,176,20,2009,11,14,1
192,176,4,2009,4,21,1
193,177,6,2009,5,6,1
194,178,2,2009,10,20,1
195,179,19,2009,9,2,1
196,179,16,2009,2,13,1
197,179,9,2009,3,18,1
198,179,8,2009,3,2,1
199,179,3,2009,11,4,1
200,180,12,2009,2,13,1
201,181,11,2009,5,27,2
202,181,14,2009,2,8,1
203,181,13,2009,2,11,1
204,181,16,2009,2,19,1
205,181,20,2009,2,23,1
206,181,11,2009,3,26,1
207,181,11,2009,3,29,1
208,181,13,2009,4,3,1
209,181,20,2009,4,12,1
210,181,15,2009,4,13,1
211,181,12,2009,4,23,1
212,181,20,2009,4,24,1
213,181,14,2009,4,25,1
214,181,19,2009,4,28,1
215,181,12,2009,5,9,1
216,181,19,2009,5,21,1
217,181,15,2009,5,23,1
218,181,14,2009,6,2,1
219,181,20,2009,6,15,1
220,181,3,2009,10,1,1
221,181,14,2009,10,14,1
222,181,9,2009,12,14,1
223,181,19,2009,7,1,1
224,181,12,2009,7,8,1
225,181,20,2009,7,22,1
226,181,15,2009,8,11,1
227,181,19,2009,8,15,1
228,181,14,2009,9,2,1
229,181,12,2009,9,8,1
230,181,11,2009,9,19,1
231,181,20,2009,11,11,1
232,181,4,2009,2,11,1
233,181,3,2009,1,1,1
234,181,8,2009,4,19,1
235,181,2,2009,5,7,1
236,181,3,2009,7,27,1
237,181,10,2009,8,21,1
238,181,10,2009,12,10,1
239,181,9,2009,3,17,1
240,181,10,2009,10,22,1
241,181,4,2009,6,24,1
242,182,11,2009,1,7,1
243,183,14,2009,4,3,1
244,183,11,2009,4,8,1
245,183,12,2009,10,14,1
246,184,17,2009,2,23,2
247,184,18,2009,2,10,1
248,184,13,2009,1,13,1
249,184,14,2009,2,8,1
250,184,18,2009,4,13,1
251,184,15,2009,4,24,1
252,184,17,2009,5,24,1
253,184,3,2009,12,14,1
254,184,15,2009,6,15,1
255,184,16,2009,6,17,1
256,184,13,2009,9,14,1
257,184,1,2009,10,1,1
258,184,18,2009,11,11,1
259,184,2,2009,1,2,1
260,184,7,2009,2,20,1
261,184,8,2009,3,15,1
262,184,7,2009,1,19,1
263,184,9,2009,12,7,1
264,184,1,2009,12,9,1
265,184,8,2009,12,22,1
266,184,4,2009,4,4,1
267,184,2,2009,12,5,1
268,184,5,2009,11,13,1
269,184,8,2009,7,15,1
270,184,4,2009,8,12,1
271,184,4,2009,9,17,1
272,184,3,2009,4,3,1
273,184,1,2009,5,31,1
274,184,9,2009,4,19,1
275,184,9,2009,5,7,1
276,185,12,2009,1,13,1
277,185,19,2009,1,27,1
278,185,14,2009,2,23,1
279,185,11,2009,3,2,1
280,185,19,2009,3,5,1
281,185,13,2009,3,12,1
282,185,15,2009,3,16,1
283,185,16,2009,3,24,1
284,185,14,2009,4,12,1
285,185,19,2009,4,13,1
286,185,16,2009,4,15,1
287,185,14,2009,4,16,1
288,185,11,2009,5,5,1
289,185,12,2009,5,21,1
290,185,15,2009,5,24,1
291,185,10,2009,10,1,1
292,185,6,2009,10,2,1
293,185,16,2009,10,12,1
294,185,17,2009,10,29,1
295,185,18,2009,12,3,1
296,185,11,2009,12,12,1
297,185,4,2009,12,14,1
298,185,13,2009,6,1,1
299,185,14,2009,6,28,1
300,185,13,2009,7,9,1
301,185,19,2009,7,22,1
302,185,17,2009,8,3,1
303,185,11,2009,8,25,1
304,185,15,2009,9,9,1
305,185,15,2009,9,10,1
306,185,13,2009,9,14,1
307,185,12,2009,9,18,1
308,185,16,2009,9,19,1
309,185,11,2009,11,4,1
310,185,13,2009,11,11,1
311,185,5,2009,2,28,1
312,185,10,2009,12,10,1
313,185,4,2009,5,7,1
314,185,7,2009,6,24,1
315,185,6,2009,3,27,1
316,185,2,2009,7,20,1
317,185,6,2009,5,9,1
318,185,1,2009,8,13,1
319,185,1,2009,12,21,1
320,185,3,2009,8,21,1
321,185,4,2009,1,7,1
322,185,8,2009,1,13,1
323,185,1,2009,8,11,1
324,185,1,2009,3,12,1
325,185,4,2009,9,9,1
326,185,2,2009,5,1,1
327,186,5,2009,1,26,1
328,187,13,2009,3,17,1
329,188,20,2009,3,9,1
330,189,17,2009,4,21,1
331,189,15,2009,10,27,1
332,189,18,2009,9,18,1
333,190,14,2009,2,23,3
334,190,19,2009,3,4,2
335,190,17,2009,3,6,2
336,190,16,2009,12,5,2
337,190,10,2009,1,3,1
338,190,16,2009,1,13,1
339,190,12,2009,1,14,1
340,190,13,2009,2,2,1
341,190,18,2009,2,10,1
342,190,12,2009,2,14,1
343,190,11,2009,2,18,1
344,190,16,2009,2,24,1
345,190,19,2009,2,27,1
346,190,11,2009,3,5,1
347,190,11,2009,3,11,1
348,190,20,2009,3,16,1
349,190,13,2009,3,20,1
350,190,19,2009,3,22,1
351,190,15,2009,3,23,1
352,190,11,2009,3,24,1
353,190,13,2009,3,31,1
354,190,19,2009,4,5,1
355,190,20,2009,4,13,1
356,190,16,2009,4,14,1
357,190,11,2009,4,15,1
358,190,11,2009,4,17,1
359,190,11,2009,4,29,1
360,190,14,2009,5,1,1
361,190,17,2009,5,15,1
362,190,20,2009,5,21,1
363,190,20,2009,5,26,1
364,190,17,2009,6,11,1
365,190,19,2009,6,13,1
366,190,11,2009,6,24,1
367,190,11,2009,6,26,1
368,190,13,2009,10,7,1
369,190,13,2009,10,9,1
370,190,15,2009,10,19,1
371,190,19,2009,10,20,1
372,190,12,2009,12,2,1
373,190,15,2009,12,6,1
374,190,16,2009,12,8,1
375,190,19,2009,12,13,1
376,190,19,2009,12,15,1
377,190,11,2009,6,25,1
378,190,18,2009,6,29,1
379,190,20,2009,7,1,1
380,190,17,2009,7,7,1
381,190,19,2009,7,26,1
382,190,19,2009,7,30,1
383,190,16,2009,8,12,1
384,190,17,2009,8,24,1
385,190,13,2009,9,3,1
386,190,11,2009,9,15,1
387,190,11,2009,9,17,1
388,190,18,2009,9,22,1
389,190,16,2009,9,30,1
390,190,20,2009,11,7,1
391,190,13,2009,11,20,1
392,190,18,2009,11,21,1
393,190,3,2009,8,11,1
394,190,19,2009,12,16,-1
395,190,15,2009,1,8,-1
396,191,13,2009,11,8,2
397,191,10,2009,11,23,2
398,191,3,2009,1,21,1
399,191,18,2009,1,28,1
400,191,12,2009,8,25,1
401,191,16,2009,1,14,1
402,191,16,2009,1,19,1
403,191,17,2009,1,29,1
404,191,15,2009,2,11,1
405,191,19,2009,2,23,1
406,191,12,2009,3,1,1
407,191,16,2009,3,7,1
408,191,15,2009,3,10,1
409,191,11,2009,3,23,1
410,191,13,2009,3,24,1
411,191,19,2009,3,30,1
412,191,11,2009,4,9,1
413,191,18,2009,4,12,1
414,191,18,2009,4,19,1
415,191,14,2009,4,22,1
416,191,17,2009,5,20,1
417,191,12,2009,10,21,1
418,191,11,2009,10,26,1
419,191,14,2009,12,29,1
420,191,17,2009,12,30,1
421,191,20,2009,6,3,1
422,191,11,2009,7,1,1
423,191,13,2009,7,9,1
424,191,15,2009,7,12,1
425,191,13,2009,7,31,1
426,191,8,2009,8,12,1
427,191,15,2009,8,12,1
428,191,13,2009,8,27,1
429,191,20,2009,9,11,1
430,191,12,2009,11,29,1
431,191,9,2009,10,1,1
432,191,4,2009,4,18,1
433,191,2,2009,6,15,1
434,191,4,2009,1,13,1
435,191,10,2009,7,8,1
436,191,15,2009,11,23,-1
437,192,19,2009,12,10,1
438,192,19,2009,3,5,1
439,192,16,2009,3,30,1
440,193,20,2009,2,18,1
441,193,18,2009,6,25,1
442,193,17,2009,9,2,1
443,193,7,2009,6,13,1
444,193,8,2009,8,13,1
445,194,16,2009,3,7,2
446,194,16,2009,12,5,2
447,194,15,2009,12,15,2
448,194,14,2009,1,8,1
449,194,17,2009,1,19,1
450,194,18,2009,2,10,1
451,194,20,2009,2,15,1
452,194,3,2009,3,8,1
453,194,14,2009,3,11,1
454,194,16,2009,3,19,1
455,194,20,2009,3,24,1
456,194,13,2009,4,1,1
457,194,12,2009,4,7,1
458,194,17,2009,4,13,1
459,194,14,2009,4,29,1
460,194,17,2009,6,5,1
461,194,11,2009,6,18,1
462,194,18,2009,7,1,1
463,194,13,2009,7,2,1
464,194,13,2009,7,5,1
465,194,20,2009,7,15,1
466,194,13,2009,7,30,1
467,194,14,2009,8,12,1
468,194,13,2009,8,14,1
469,194,12,2009,8,16,1
470,194,13,2009,8,17,1
471,194,2,2009,1,21,1
472,194,16,2009,12,24,1
473,194,19,2009,12,11,1
474,194,12,2009,12,13,1
475,194,19,2009,12,17,1
476,194,12,2009,12,17,1
477,194,19,2009,9,15,1
478,194,17,2009,9,17,1
479,194,13,2009,9,22,1
480,194,19,2009,10,26,1
481,194,12,2009,9,29,1
482,194,16,2009,11,6,1
483,194,16,2009,11,9,1
484,194,1,2009,1,2,1
485,194,6,2009,9,17,1
486,194,13,2009,9,21,1
487,194,4,2009,9,18,1
488,194,1,2009,10,1,1
489,194,1,2009,9,4,1
490,194,10,2009,8,12,1
491,194,8,2009,6,27,1
492,194,8,2009,6,14,1
493,194,2,2009,6,27,1
494,194,5,2009,6,25,1
495,194,4,2009,5,4,1
496,194,1,2009,6,8,1
497,194,5,2009,4,20,1
498,194,9,2009,4,27,1
499,194,13,2009,12,16,-1
500,195,13,2009,6,9,1
501,196,4,2009,11,23,2
502,196,12,2009,1,14,1
503,196,13,2009,1,19,1
504,196,20,2009,1,28,1
505,196,19,2009,1,29,1
506,196,13,2009,3,1,1
507,196,11,2009,3,7,1
508,196,17,2009,3,24,1
509,196,16,2009,3,31,1
510,196,19,2009,4,22,1
511,196,18,2009,4,27,1
512,196,16,2009,5,8,1
513,196,20,2009,10,21,1
514,196,12,2009,10,23,1
515,196,15,2009,6,3,1
516,196,12,2009,7,9,1
517,196,19,2009,7,29,1
518,196,20,2009,8,27,1
519,196,17,2009,11,21,1
520,196,14,2009,11,29,1
521,196,9,2009,10,1,1
522,196,6,2009,3,23,1
523,196,8,2009,7,13,1
524,197,15,2009,8,18,3
525,197,15,2009,2,3,2
526,197,19,2009,3,4,2
527,197,19,2009,8,11,2
528,197,14,2009,4,22,2
529,197,13,2009,6,17,2
530,197,15,2009,10,5,2
531,197,19,2009,12,5,2
532,197,20,2009,12,18,2
533,197,14,2009,1,21,1
534,197,12,2009,1,22,1
535,197,14,2009,1,28,1
536,197,13,2009,1,9,1
537,197,19,2009,1,13,1
538,197,16,2009,2,10,1
539,197,19,2009,2,11,1
540,197,12,2009,2,15,1
541,197,11,2009,2,16,1
542,197,11,2009,2,17,1
543,197,17,2009,2,18,1
544,197,15,2009,2,20,1
545,197,18,2009,2,24,1
546,197,14,2009,2,27,1
547,197,20,2009,3,5,1
548,197,14,2009,3,6,1
549,197,20,2009,3,10,1
550,197,16,2009,3,11,1
551,197,20,2009,7,15,1
552,197,18,2009,8,1,1
553,197,18,2009,8,9,1
554,197,19,2009,8,10,1
555,197,14,2009,8,26,1
556,197,15,2009,8,28,1
557,197,14,2009,9,11,1
558,197,12,2009,11,8,1
559,197,14,2009,3,23,1
560,197,7,2009,3,24,1
561,197,17,2009,3,26,1
562,197,18,2009,3,27,1
563,197,17,2009,3,29,1
564,197,11,2009,4,2,1
565,197,16,2009,4,7,1
566,197,15,2009,4,10,1
567,197,20,2009,4,13,1
568,197,13,2009,4,14,1
569,197,17,2009,4,16,1
570,197,15,2009,4,18,1
571,197,18,2009,4,21,1
572,197,11,2009,5,4,1
573,197,14,2009,5,7,1
574,197,20,2009,5,15,1
575,197,12,2009,5,18,1
576,197,11,2009,5,20,1
577,197,17,2009,5,31,1
578,197,19,2009,6,8,1
579,197,11,2009,6,11,1
580,197,18,2009,6,21,1
581,197,18,2009,6,23,1
582,197,13,2009,12,30,1
583,197,16,2009,10,1,1
584,197,19,2009,10,6,1
585,197,16,2009,10,7,1
586,197,13,2009,10,9,1
587,197,20,2009,10,13,1
588,197,20,2009,10,20,1
589,197,19,2009,10,24,1
590,197,17,2009,10,26,1
591,197,16,2009,9,17,1
592,197,15,2009,9,22,1
593,197,13,2009,9,29,1
594,197,12,2009,12,2,1
595,197,11,2009,12,4,1
596,197,17,2009,12,5,1
597,197,19,2009,12,6,1
598,197,15,2009,12,10,1
599,197,15,2009,12,13,1
600,197,20,2009,12,14,1
601,197,11,2009,12,15,1
602,197,14,2009,11,19,1
603,197,7,2009,11,25,1
604,197,12,2009,11,26,1
605,197,17,2009,11,29,1
606,197,19,2009,12,18,1
607,197,14,2009,9,15,1
608,197,12,2009,9,19,1
609,197,9,2009,2,17,1
610,197,19,2009,10,31,1
611,197,20,2009,11,6,1
612,197,8,2009,11,5,1
613,197,3,2009,7,16,1
614,197,7,2009,7,21,1
615,197,3,2009,3,12,1
616,197,6,2009,4,20,1
617,197,4,2009,5,19,1
618,197,1,2009,6,16,1
619,197,10,2009,3,28,1
620,197,1,2009,7,7,1
621,197,5,2009,5,4,1
622,197,1,2009,5,7,1
623,197,2,2009,6,8,1
624,197,9,2009,4,2,1
625,197,2,2009,5,7,1
626,197,19,2009,12,16,-1
627,198,17,2009,2,16,1
628,198,16,2009,4,21,1
629,198,15,2009,6,11,1
630,198,13,2009,7,2,1
631,198,16,2009,7,15,1
632,198,16,2009,3,3,1
633,198,16,2009,3,4,1
634,198,19,2009,3,10,1
635,198,8,2009,9,4,1
636,198,1,2009,3,3,1
637,198,6,2009,5,28,1
638,198,2,2009,10,5,1
639,198,8,2009,5,4,1
640,198,6,2009,1,11,1
641,198,17,2009,12,29,1
642,198,1,2009,7,10,1
643,198,20,2009,12,15,1
644,198,13,2009,10,5,1
645,198,13,2009,10,20,1
646,198,14,2009,9,15,1
647,198,14,2009,9,22,1
648,198,17,2009,9,23,1
649,198,19,2009,10,31,1
650,198,20,2009,11,10,1
651,199,18,2009,3,19,1
652,199,13,2009,9,15,1
653,200,10,2009,5,26,1
654,201,18,2009,12,19,1
655,201,3,2009,9,1,1
656,201,3,2009,3,31,1
657,202,18,2009,10,4,1
658,203,11,2009,2,8,1
659,203,15,2009,3,19,1
660,203,16,2009,3,23,1
661,203,13,2009,8,19,1
662,204,17,2009,1,22,1
663,204,20,2009,2,8,1
664,204,16,2009,3,23,1
665,204,19,2009,4,1,1
666,204,19,2009,8,19,1
667,204,9,2009,10,1,1
668,204,17,2009,10,12,1
669,204,15,2009,10,12,1
670,204,4,2009,9,22,1
671,204,5,2009,3,30,1
672,204,5,2009,12,8,1
673,204,10,2009,3,15,1
674,204,1,2009,1,7,1
675,204,4,2009,1,20,1
676,204,2,2009,1,31,1
677,205,5,2009,11,5,1
678,206,18,2009,10,13,1
679,207,6,2009,10,19,1
680,208,3,2009,1,26,1
681,209,13,2009,2,7,1
682,209,7,2009,2,18,1
683,209,10,2009,11,5,1
684,210,11,2009,5,29,1
685,211,11,2009,3,9,1
686,212,16,2009,2,9,1
687,212,16,2009,3,23,1
688,213,19,2009,9,9,2
689,213,18,2009,2,7,1
690,213,20,2009,2,20,1
691,213,12,2009,3,5,1
692,213,19,2009,3,13,1
693,213,17,2009,4,2,1
694,213,16,2009,4,2,1
695,213,19,2009,4,7,1
696,213,11,2009,4,12,1
697,213,17,2009,4,21,1
698,213,11,2009,4,30,1
699,213,16,2009,5,8,1
700,213,5,2009,5,11,1
701,213,20,2009,12,23,1
702,213,18,2009,6,11,1
703,213,12,2009,7,1,1
704,213,11,2009,7,9,1
